/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroMesa;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/MembroLideranca;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/NumeroTelefone;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/OrdemPublicacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/IdentificacaoParlamentar/Telefones/Telefone/IndicadorFax;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/CodigoMandato;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/UfParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/SegundaLegislaturaDoMandato/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Suplentes/Suplente/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/CodigoExercicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataInicio;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataFim;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/DescricaoParticipacao;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/CodigoParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Titular/NomeParlamentar;/ListaParlamentarEmExercicio/Parlamentares/Parlamentar/Mandato/Exercicios/Exercicio/DataLeitura
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"https://senadorconfucio.com.br/";"sen.confuciomoura@senado.leg.br";;;;;"33032163";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"https://senadorconfucio.com.br/";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Não";;;;"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"6019";"Maria Eliza";;;;;;;;;
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"https://senadorconfucio.com.br/";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Não";;;;"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6020";"Carlos Milton Morais";;;;;;;;;
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"https://senadorconfucio.com.br/";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Não";;;;"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2974";"2022-01-25";;;;;;;
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"https://senadorconfucio.com.br/";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Não";;;;"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2897";"2019-02-01";"2021-09-24";"LCS";"Licença com convocação de suplente (sup 120 dias)";;;;
"475";"867";"Confúcio Moura";"Confúcio Aires Moura";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador475.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/475";"https://senadorconfucio.com.br/";"sen.confuciomoura@senado.leg.br";"MDB";"RO";"Não";"Não";;;;"575";"RO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";;"sen.daniellaribeiro@senado.leg.br";;;;;"33036788";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";;"sen.daniellaribeiro@senado.leg.br";;;;;"33036790";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";;"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Não";;;;"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5996";"Diego Tavares";;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";;"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Não";;;;"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5997";"Nailde Panta";;;;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";;"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Não";;;;"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2964";"2021-01-22";;;;;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";;"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Não";;;;"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2898";"2019-02-01";"2020-09-23";"LP ";"Licença Particular";;;;
"5998";"820";"Daniella Ribeiro";"Daniella Velloso Borges Ribeiro";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5998";;"sen.daniellaribeiro@senado.leg.br";"PSD";"PB";"Não";"Não";;;;"565";"PB";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";;;;;"33036717";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";;;;;"33036720";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";;;;;"33036723";"4";"Não";;;;;;;;;;;;;;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";"UNIÃO";"AP";"Não";"Sim";;;;"501";"AP";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"5569";"Josiel";;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";"UNIÃO";"AP";"Não";"Sim";;;;"501";"AP";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"2º Suplente";"5571";"Marquinho";;;;;;;;;
"3830";"834";"Davi Alcolumbre";"David Samuel Alcolumbre Tobelem";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3830.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/3830";;"sen.davialcolumbre@senado.leg.br";"UNIÃO";"AP";"Não";"Sim";;;;"501";"AP";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2732";"2015-02-01";;;;;;;
"5906";"907";"Dra. Eudócia";"Eudocia Maria Holanda de Araujo Caldas";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5906.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5906";;"sen.draeudocia@senado.leg.br";"PSB";"AL";"Não";"Não";"33036083";"1";"Não";"537";"AL";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5907";"Henrique Arruda";"2978";"2022-05-24";;;;"Titular";"5905";"Rodrigo Cunha";
"5537";"928";"Dário Berger";"Dário Elias Berger";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537";"https://www.darioberger.com.br/";"sen.darioberger@senado.leg.br";;;;;"33035947";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5537";"928";"Dário Berger";"Dário Elias Berger";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537";"https://www.darioberger.com.br/";"sen.darioberger@senado.leg.br";;;;;"33035951";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5537";"928";"Dário Berger";"Dário Elias Berger";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537";"https://www.darioberger.com.br/";"sen.darioberger@senado.leg.br";;;;;"33035955";"3";"Sim";;;;;;;;;;;;;;;;;;;;;
"5537";"928";"Dário Berger";"Dário Elias Berger";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537";"https://www.darioberger.com.br/";"sen.darioberger@senado.leg.br";"PSB";"SC";"Não";"Sim";;;;"499";"SC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"336";"Paulo Gouvêa";;;;;;;;;
"5537";"928";"Dário Berger";"Dário Elias Berger";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537";"https://www.darioberger.com.br/";"sen.darioberger@senado.leg.br";"PSB";"SC";"Não";"Sim";;;;"499";"SC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"2º Suplente";"5631";"Ayres Marchetti";;;;;;;;;
"5537";"928";"Dário Berger";"Dário Elias Berger";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5537";"https://www.darioberger.com.br/";"sen.darioberger@senado.leg.br";"PSB";"SC";"Não";"Sim";;;;"499";"SC";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2731";"2015-02-01";;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";;"sen.eduardobraga@senado.leg.br";"MDB";"AM";"Não";"Sim";"33036230";"1";"Não";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5038";"Sandra Braga";;;;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";;"sen.eduardobraga@senado.leg.br";"MDB";"AM";"Não";"Sim";"33036230";"1";"Não";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5935";"Miguel Biango";;;;;;;;;
"4994";"802";"Eduardo Braga";"Carlos Eduardo de Souza Braga";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4994";;"sen.eduardobraga@senado.leg.br";"MDB";"AM";"Não";"Sim";"33036230";"1";"Não";"521";"AM";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2893";"2019-02-01";;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";;"sen.eduardogirao@senado.leg.br";;;;;"33036677";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";;"sen.eduardogirao@senado.leg.br";;;;;"33036678";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";;"sen.eduardogirao@senado.leg.br";;;;;"33036679";"3";"Não";;;;;;;;;;;;;;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";;"sen.eduardogirao@senado.leg.br";"PODEMOS";"CE";"Não";"Sim";;;;"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5974";"Sargento Reginaldo";;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";;"sen.eduardogirao@senado.leg.br";"PODEMOS";"CE";"Não";"Sim";;;;"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5975";"Dr. Guimarães";;;;;;;;;
"5976";"826";"Eduardo Girão";"Luis Eduardo Grangeiro Girão";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5976";;"sen.eduardogirao@senado.leg.br";"PODEMOS";"CE";"Não";"Sim";;;;"557";"CE";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2920";"2019-02-01";;;;;;;
"5902";"908";"Eduardo Velloso";"Eduardo Ovídio Borges de Velloso Vianna";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5902.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5902";;;;;;;"33032115";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5902";"908";"Eduardo Velloso";"Eduardo Ovídio Borges de Velloso Vianna";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5902.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5902";;;;;;;"33032119";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5902";"908";"Eduardo Velloso";"Eduardo Ovídio Borges de Velloso Vianna";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5902.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5902";;;;;;;"33031652";"3";"Não";;;;;;;;;;;;;;;;;;;;;
"5902";"908";"Eduardo Velloso";"Eduardo Ovídio Borges de Velloso Vianna";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5902.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5902";;;"UNIÃO";"AC";"Não";"Não";;;;"536";"AC";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5904";"Macapá";"2979";"2022-05-31";;;;"Titular";"285";"Marcio Bittar";
"5898";"936";"Eliane Nogueira";"Eliane e Silva Nogueira Lima";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5898.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5898";;"sen.elianenogueira@senado.leg.br";;;;;"33036187";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5898";"936";"Eliane Nogueira";"Eliane e Silva Nogueira Lima";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5898.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5898";;"sen.elianenogueira@senado.leg.br";;;;;"33036188";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5898";"936";"Eliane Nogueira";"Eliane e Silva Nogueira Lima";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5898.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5898";;"sen.elianenogueira@senado.leg.br";;;;;"33037892";"3";"Não";;;;;;;;;;;;;;;;;;;;;
"5898";"936";"Eliane Nogueira";"Eliane e Silva Nogueira Lima";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5898.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5898";;"sen.elianenogueira@senado.leg.br";"PP";"PI";"Não";"Não";;;;"524";"PI";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5900";"Gil Paraibano";"2968";"2021-07-28";;;;"Titular";"739";"Ciro Nogueira";
"5718";"806";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";;"sen.elizianegama@senado.leg.br";"CIDADANIA";"MA";"Sim";"Sim";"33036741";"1";"Não";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"674";"Pedro Fernandes";;;;;;;;;
"5718";"806";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";;"sen.elizianegama@senado.leg.br";"CIDADANIA";"MA";"Sim";"Sim";"33036741";"1";"Não";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"4979";"Bene Camacho";;;;;;;;;
"5718";"806";"Eliziane Gama";"Eliziane Pereira Gama Melo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5718";;"sen.elizianegama@senado.leg.br";"CIDADANIA";"MA";"Sim";"Sim";"33036741";"1";"Não";"542";"MA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2900";"2019-02-01";;;;;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;"33032415";"1";"Não";;;;;;;;;;;;;;;;;;;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;"33033055";"2";"Não";;;;;;;;;;;;;;;;;;;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";;;;;"33031015";"3";"Não";;;;;;;;;;;;;;;;;;;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"PP";"PI";"Sim";"Sim";;;;"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"1º Suplente";"5849";"José Amauri";;;;;;;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"PP";"PI";"Sim";"Sim";;;;"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"2º Suplente";"5607";"Alzenir Porto";;;;;;;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"PP";"PI";"Sim";"Sim";;;;"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2874";"2018-11-08";;;;;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"PP";"PI";"Sim";"Sim";;;;"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2734";"2015-02-01";"2018-07-09";"LSP";"Licença Saúde-Particular";;;;
"5531";"810";"Elmano Férrer";"Elmano Férrer de Almeida";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5531";;"sen.elmanoferrer@senado.leg.br";"PP";"PI";"Sim";"Sim";;;;"496";"PI";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;;;;;
"22";"882";"Esperidião Amin";"Esperidião Amin Helou Filho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/22";;"sen.esperidiaoamin@senado.leg.br";;;;;"33036446";"1";"Não";;;;;;;;;;;;;;;;;;;;;
